definition,direction,guard_variant,geometry,variant,signal_utc,entry_utc,exit_utc,entry_price,exit_price,exit_reason,gross_per_unit,net_x4,mfe_usd,mae_usd,h4_sma,h4_slope_lookback,h1_break_lookback,compression_lookback,compression_max_atr,cooldown_h,exit_h,session_filter
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-04-20T03:00:00+00:00,2023-04-20T04:00:00+00:00,2023-04-20T16:00:00+00:00,1991.73,2002.55,time_exit_12h,-10.82,-44.68,1.29,20.55,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-05-01T00:00:00+00:00,2023-05-01T01:00:00+00:00,2023-05-01T13:00:00+00:00,1986.76,2003.87,time_exit_12h,-17.11,-69.84,9.8,18.44,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-05-09T01:00:00+00:00,2023-05-09T02:00:00+00:00,2023-05-09T14:00:00+00:00,2020.02,2030.2,time_exit_12h,-10.18,-42.12,0.26,12.72,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-05-12T02:00:00+00:00,2023-05-12T03:00:00+00:00,2023-05-12T15:00:00+00:00,2011.92,2011.13,time_exit_12h,0.79,1.76,11.12,10.51,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-05-17T06:00:00+00:00,2023-05-17T07:00:00+00:00,2023-05-17T19:00:00+00:00,1987.66,1983.87,time_exit_12h,3.79,13.76,12.72,2.84,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-06-05T01:00:00+00:00,2023-06-05T02:00:00+00:00,2023-06-05T14:00:00+00:00,1946.35,1946.4,time_exit_12h,-0.05,-1.6,8.29,2.3,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-06-22T05:00:00+00:00,2023-06-22T06:00:00+00:00,2023-06-22T18:00:00+00:00,1929.68,1916.41,time_exit_12h,13.27,51.68,16.98,1.69,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-06-23T02:00:00+00:00,2023-06-23T03:00:00+00:00,2023-06-23T15:00:00+00:00,1912.04,1926.9,time_exit_12h,-14.86,-60.84,2.11,25.16,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-08-09T21:00:00+00:00,2023-08-09T23:00:00+00:00,2023-08-10T11:00:00+00:00,1914.63,1921.61,time_exit_12h,-6.98,-29.32,0.32,7.63,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-08-14T01:00:00+00:00,2023-08-14T02:00:00+00:00,2023-08-14T14:00:00+00:00,1910.82,1904.05,time_exit_12h,6.77,25.68,8.28,5.24,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-08-28T08:00:00+00:00,2023-08-28T09:00:00+00:00,2023-08-28T21:00:00+00:00,1914.41,1920.06,time_exit_12h,-5.65,-24.0,1.79,11.64,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-09-06T01:00:00+00:00,2023-09-06T02:00:00+00:00,2023-09-06T14:00:00+00:00,1924.66,1928.04,time_exit_12h,-3.38,-14.92,3.61,4.43,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-09-13T02:00:00+00:00,2023-09-13T03:00:00+00:00,2023-09-13T15:00:00+00:00,1911.31,1912.63,time_exit_12h,-1.32,-6.68,5.87,4.32,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-09-13T21:00:00+00:00,2023-09-13T23:00:00+00:00,2023-09-14T11:00:00+00:00,1908.56,1908.97,time_exit_12h,-0.41,-3.04,3.44,4.21,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-09-26T03:00:00+00:00,2023-09-26T04:00:00+00:00,2023-09-26T16:00:00+00:00,1913.46,1902.24,time_exit_12h,11.22,43.48,12.73,2.01,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-09-29T04:00:00+00:00,2023-09-29T05:00:00+00:00,2023-09-29T17:00:00+00:00,1863.14,1853.51,time_exit_12h,9.63,37.12,11.07,16.55,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-10-02T05:00:00+00:00,2023-10-02T06:00:00+00:00,2023-10-02T18:00:00+00:00,1842.35,1831.7,time_exit_12h,10.65,41.2,15.37,3.76,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2023-12-11T02:00:00+00:00,2023-12-11T03:00:00+00:00,2023-12-11T15:00:00+00:00,1998.16,1982.37,time_exit_12h,15.79,61.76,17.46,2.4,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-01-17T03:00:00+00:00,2024-01-17T04:00:00+00:00,2024-01-17T16:00:00+00:00,2023.82,2005.27,time_exit_12h,18.55,72.8,19.75,4.94,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-02-05T02:00:00+00:00,2024-02-05T03:00:00+00:00,2024-02-05T15:00:00+00:00,2033.27,2017.61,time_exit_12h,15.66,61.24,18.62,0.96,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-02-12T02:00:00+00:00,2024-02-12T03:00:00+00:00,2024-02-12T15:00:00+00:00,2022.15,2012.96,time_exit_12h,9.19,35.36,10.28,5.2,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-02-23T05:00:00+00:00,2024-02-23T06:00:00+00:00,2024-02-23T18:00:00+00:00,2022.16,2040.41,time_exit_12h,-18.25,-74.4,6.35,19.15,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-04-30T03:00:00+00:00,2024-04-30T04:00:00+00:00,2024-04-30T16:00:00+00:00,2331.31,2295.73,time_exit_12h,35.58,140.92,38.26,0.37,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-05-01T04:00:00+00:00,2024-05-01T05:00:00+00:00,2024-05-01T17:00:00+00:00,2283.93,2303.59,time_exit_12h,-19.66,-80.04,2.51,26.32,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-06-03T04:00:00+00:00,2024-06-03T05:00:00+00:00,2024-06-03T17:00:00+00:00,2321.21,2349.18,time_exit_12h,-27.97,-113.28,6.67,28.85,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-07-22T06:00:00+00:00,2024-07-22T07:00:00+00:00,2024-07-22T19:00:00+00:00,2402.72,2395.53,time_exit_12h,7.19,27.36,19.01,5.44,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-08-07T00:00:00+00:00,2024-08-07T01:00:00+00:00,2024-08-07T13:00:00+00:00,2383.56,2403.58,time_exit_12h,-20.02,-81.48,4.73,23.28,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-08-16T04:00:00+00:00,2024-08-16T05:00:00+00:00,2024-08-16T13:00:00+00:00,2452.48,2482.48,emergency_stop_30.0,-30.0,-121.4,1.36,47.69,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-09-02T02:00:00+00:00,2024-09-02T03:00:00+00:00,2024-09-02T15:00:00+00:00,2497.82,2501.8,time_exit_12h,-3.98,-17.32,7.97,9.27,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-09-02T23:00:00+00:00,2024-09-03T00:00:00+00:00,2024-09-03T12:00:00+00:00,2497.4,2489.55,time_exit_12h,7.85,30.0,12.94,8.83,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-10-15T04:00:00+00:00,2024-10-15T05:00:00+00:00,2024-10-15T17:00:00+00:00,2645.57,2661.79,time_exit_12h,-16.22,-66.28,7.72,23.39,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-11-12T04:00:00+00:00,2024-11-12T05:00:00+00:00,2024-11-12T17:00:00+00:00,2617.62,2597.25,time_exit_12h,20.37,80.08,28.1,0.36,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-11-15T05:00:00+00:00,2024-11-15T06:00:00+00:00,2024-11-15T18:00:00+00:00,2559.97,2567.25,time_exit_12h,-7.28,-30.52,5.43,15.86,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2024-11-29T00:00:00+00:00,2024-11-29T01:00:00+00:00,2024-11-29T06:00:00+00:00,2636.06,2666.06,emergency_stop_30.0,-30.0,-121.4,2.07,30.3,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-02-24T00:00:00+00:00,2025-02-24T01:00:00+00:00,2025-02-24T13:00:00+00:00,2930.31,2954.5,time_exit_12h,-24.19,-98.16,8.88,24.39,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-04-04T03:00:00+00:00,2025-04-04T04:00:00+00:00,2025-04-04T12:00:00+00:00,3096.85,3126.85,emergency_stop_30.0,-30.0,-121.4,80.02,39.6,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-04-06T23:00:00+00:00,2025-04-07T00:00:00+00:00,2025-04-07T02:00:00+00:00,3009.31,3039.31,emergency_stop_30.0,-30.0,-121.4,38.31,45.79,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-04-28T10:00:00+00:00,2025-04-28T11:00:00+00:00,2025-04-28T15:00:00+00:00,3274.31,3304.31,emergency_stop_30.0,-30.0,-121.4,1.21,78.53,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-05-01T10:00:00+00:00,2025-05-01T11:00:00+00:00,2025-05-02T00:00:00+00:00,3218.42,3237.15,time_exit_12h,-18.73,-76.32,16.61,24.88,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-06-18T02:00:00+00:00,2025-06-18T03:00:00+00:00,2025-06-18T15:00:00+00:00,3378.79,3386.67,time_exit_12h,-7.88,-32.92,8.37,21.02,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-07-18T04:00:00+00:00,2025-07-18T05:00:00+00:00,2025-07-18T17:00:00+00:00,3334.6,3353.62,time_exit_12h,-19.02,-77.48,2.81,26.66,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-07-24T03:00:00+00:00,2025-07-24T04:00:00+00:00,2025-07-24T16:00:00+00:00,3383.66,3372.28,time_exit_12h,11.38,44.12,32.46,2.19,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-07-25T03:00:00+00:00,2025-07-25T04:00:00+00:00,2025-07-25T16:00:00+00:00,3362.92,3327.67,time_exit_12h,35.25,139.6,38.13,0.4,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-08-01T00:00:00+00:00,2025-08-01T01:00:00+00:00,2025-08-01T13:00:00+00:00,3288.45,3318.45,emergency_stop_30.0,-30.0,-121.4,7.09,56.57,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-08-13T01:00:00+00:00,2025-08-13T02:00:00+00:00,2025-08-13T14:00:00+00:00,3343.38,3364.89,time_exit_12h,-21.51,-87.44,0.69,23.71,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-08-17T23:00:00+00:00,2025-08-18T00:00:00+00:00,2025-08-18T12:00:00+00:00,3334.13,3345.26,time_exit_12h,-11.13,-45.92,10.73,24.07,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-08-20T00:00:00+00:00,2025-08-20T01:00:00+00:00,2025-08-20T13:00:00+00:00,3314.06,3344.06,emergency_stop_30.0,-30.0,-121.4,2.73,30.8,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-09-18T06:00:00+00:00,2025-09-18T07:00:00+00:00,2025-09-18T19:00:00+00:00,3651.64,3641.16,time_exit_12h,10.48,40.52,24.06,21.26,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-10-03T04:00:00+00:00,2025-10-03T05:00:00+00:00,2025-10-03T13:00:00+00:00,3842.49,3872.49,emergency_stop_30.0,-30.0,-121.4,1.07,48.89,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-10-22T00:00:00+00:00,2025-10-22T01:00:00+00:00,2025-10-22T04:00:00+00:00,4092.96,4122.96,emergency_stop_30.0,-30.0,-121.4,88.92,68.1,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-11-04T05:00:00+00:00,2025-11-04T06:00:00+00:00,2025-11-04T18:00:00+00:00,3973.26,3937.56,time_exit_12h,35.7,141.4,44.71,27.23,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2025-11-21T02:00:00+00:00,2025-11-21T03:00:00+00:00,2025-11-21T15:00:00+00:00,4057.09,4069.42,time_exit_12h,-12.33,-50.72,35.1,26.68,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2026-01-16T00:00:00+00:00,2026-01-16T01:00:00+00:00,2026-01-16T13:00:00+00:00,4599.87,4601.82,time_exit_12h,-1.95,-9.2,17.28,16.05,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2026-03-19T05:00:00+00:00,2026-03-19T06:00:00+00:00,2026-03-19T18:00:00+00:00,4827.04,4622.7,time_exit_12h,204.34,815.96,324.82,14.89,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2026-03-24T01:00:00+00:00,2026-03-24T02:00:00+00:00,2026-03-24T02:00:00+00:00,4322.28,4352.28,emergency_stop_30.0,-30.0,-121.4,16.31,119.53,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2026-04-13T12:00:00+00:00,2026-04-13T13:00:00+00:00,2026-04-13T14:00:00+00:00,4706.81,4736.81,emergency_stop_30.0,-30.0,-121.4,6.88,69.84,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2026-04-24T03:00:00+00:00,2026-04-24T04:00:00+00:00,2026-04-24T12:00:00+00:00,4676.58,4706.58,emergency_stop_30.0,-30.0,-121.4,18.96,63.48,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2026-04-29T02:00:00+00:00,2026-04-29T03:00:00+00:00,2026-04-29T15:00:00+00:00,4584.65,4539.2,time_exit_12h,45.45,180.4,74.6,22.72,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_all,2026-05-12T14:00:00+00:00,2026-05-12T15:00:00+00:00,2026-05-12T20:00:00+00:00,4679.0,4709.0,emergency_stop_30.0,-30.0,-121.4,40.5,47.27,10,2,6,6,1.8,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2022-07-07T13:00:00+00:00,2022-07-07T14:00:00+00:00,2022-07-08T03:00:00+00:00,1739.47,1742.65,time_exit_12h,-3.18,-14.12,1.61,9.48,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2022-07-21T07:00:00+00:00,2022-07-21T08:00:00+00:00,2022-07-21T20:00:00+00:00,1689.32,1719.32,emergency_stop_30.0,-30.0,-121.4,8.58,30.48,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2022-10-07T07:00:00+00:00,2022-10-07T08:00:00+00:00,2022-10-07T20:00:00+00:00,1708.96,1694.83,time_exit_12h,14.13,55.12,18.55,5.68,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2022-10-19T17:00:00+00:00,2022-10-19T18:00:00+00:00,2022-10-20T07:00:00+00:00,1629.51,1629.75,time_exit_12h,-0.24,-2.36,7.19,5.33,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2022-11-21T07:00:00+00:00,2022-11-21T08:00:00+00:00,2022-11-21T20:00:00+00:00,1742.34,1739.04,time_exit_12h,3.3,11.8,9.97,4.41,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2023-02-10T15:00:00+00:00,2023-02-10T16:00:00+00:00,2023-02-13T06:00:00+00:00,1859.75,1862.8,time_exit_12h,-3.05,-13.6,3.37,6.75,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2023-08-09T21:00:00+00:00,2023-08-09T23:00:00+00:00,2023-08-10T11:00:00+00:00,1914.63,1921.61,time_exit_12h,-6.98,-29.32,0.32,7.63,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2023-08-28T08:00:00+00:00,2023-08-28T09:00:00+00:00,2023-08-28T21:00:00+00:00,1914.41,1920.06,time_exit_12h,-5.65,-24.0,1.79,11.64,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2023-09-13T21:00:00+00:00,2023-09-13T23:00:00+00:00,2023-09-14T11:00:00+00:00,1908.56,1908.97,time_exit_12h,-0.41,-3.04,3.44,4.21,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2025-04-28T10:00:00+00:00,2025-04-28T11:00:00+00:00,2025-04-28T15:00:00+00:00,3274.31,3304.31,emergency_stop_30.0,-30.0,-121.4,1.21,78.53,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2025-05-01T10:00:00+00:00,2025-05-01T11:00:00+00:00,2025-05-02T00:00:00+00:00,3218.42,3237.15,time_exit_12h,-18.73,-76.32,16.61,24.88,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2026-04-13T12:00:00+00:00,2026-04-13T13:00:00+00:00,2026-04-13T14:00:00+00:00,4706.81,4736.81,emergency_stop_30.0,-30.0,-121.4,6.88,69.84,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_no_asia,2026-05-12T14:00:00+00:00,2026-05-12T15:00:00+00:00,2026-05-12T20:00:00+00:00,4679.0,4709.0,emergency_stop_30.0,-30.0,-121.4,40.5,47.27,10,2,6,6,1.8,1,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_london_ny,2022-07-07T13:00:00+00:00,2022-07-07T14:00:00+00:00,2022-07-08T03:00:00+00:00,1739.47,1742.65,time_exit_12h,-3.18,-14.12,1.61,9.48,10,2,6,6,1.8,1,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_london_ny,2022-07-21T07:00:00+00:00,2022-07-21T08:00:00+00:00,2022-07-21T20:00:00+00:00,1689.32,1719.32,emergency_stop_30.0,-30.0,-121.4,8.58,30.48,10,2,6,6,1.8,1,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_london_ny,2022-10-07T07:00:00+00:00,2022-10-07T08:00:00+00:00,2022-10-07T20:00:00+00:00,1708.96,1694.83,time_exit_12h,14.13,55.12,18.55,5.68,10,2,6,6,1.8,1,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_london_ny,2022-10-19T17:00:00+00:00,2022-10-19T18:00:00+00:00,2022-10-20T07:00:00+00:00,1629.51,1629.75,time_exit_12h,-0.24,-2.36,7.19,5.33,10,2,6,6,1.8,1,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_london_ny,2022-11-21T07:00:00+00:00,2022-11-21T08:00:00+00:00,2022-11-21T20:00:00+00:00,1742.34,1739.04,time_exit_12h,3.3,11.8,9.97,4.41,10,2,6,6,1.8,1,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_london_ny,2023-02-10T15:00:00+00:00,2023-02-10T16:00:00+00:00,2023-02-13T06:00:00+00:00,1859.75,1862.8,time_exit_12h,-3.05,-13.6,3.37,6.75,10,2,6,6,1.8,1,12,london_ny
